0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,6
41,6
42,6
43,6
44,6
45,6
46,6
47,6
48,6
49,6
50,6
51,6
52,6
53,6
54,6
55,6
56,6
57,6
58,6
59,6
60,16
61,22
62,26
63,16
64,22
65,26
66,16
67,22
68,26
69,16
70,22
71,26
72,16
73,22
74,26
75,16
76,29
77,22
78,23
79,24
80,3
81,26
82,22
83,26
84,16
85,29
86,22
87,23
88,24
89,3
90,26
91,22
92,26
93,16
94,29
95,22
96,23
97,24
98,3
99,26
100,22
101,26
102,16
103,29
104,22
105,23
106,24
107,3
108,26
109,22
110,26
111,16
112,29
113,22
114,23
115,24
116,3
117,26
118,22
119,26
120,16
121,29
122,22
123,23
124,24
125,3
126,26
127,22
128,26
129,16
130,29
131,22
132,23
133,24
134,3
135,26
136,22
137,26
138,16
139,29
140,22
141,23
142,24
143,3
144,26
145,22
146,26
147,16
148,22
149,26
150,16
151,22
152,26
153,16
154,22
155,26
156,16
157,22
158,26
159,16
160,22
161,26
162,16
163,29
164,22
165,23
166,24
167,3
168,26
169,22
170,26
171,16
172,29
173,22
174,23
175,24
176,3
177,26
178,22
179,26
180,16
181,29
182,22
183,23
184,24
185,3
186,26
187,22
188,26
189,16
190,29
191,22
192,23
193,24
194,3
195,26
196,22
197,26
198,16
199,29
200,22
201,23
202,24
203,3
204,26
205,22
206,26
207,16
208,29
209,22
210,23
211,24
212,3
213,26
214,22
215,26
216,16
217,29
218,22
219,23
220,24
221,3
222,26
223,22
224,26
225,16
226,29
227,22
228,23
229,24
230,3
231,26
232,22
233,26
234,16
235,22
236,26
237,16
238,22
239,26
240,16
241,22
242,26
243,16
244,22
245,26
246,16
247,22
248,26
249,16
250,29
251,22
252,23
253,24
254,3
255,26
256,22
257,26
258,16
259,29
260,22
261,23
262,24
263,3
264,26
265,22
266,26
267,16
268,29
269,22
270,23
271,24
272,3
273,26
274,22
275,26
276,16
277,29
278,22
279,23
280,24
281,3
282,26
283,22
284,26
285,16
286,29
287,22
288,23
289,24
290,3
291,26
292,22
293,26
294,16
295,29
296,22
297,23
298,24
299,3
300,26
301,22
302,26
303,16
304,29
305,22
306,23
307,24
308,3
309,26
310,22
311,26
312,16
313,29
314,22
315,23
316,24
317,3
318,26
319,22
320,26
321,16
322,22
323,26
324,16
325,22
326,26
327,16
328,22
329,26
330,16
331,22
332,26
333,16
334,29
335,22
336,23
337,24
338,3
339,26
340,22
341,26
342,16
343,29
344,22
345,23
346,24
347,3
348,26
349,22
350,26
351,16
352,29
353,22
354,23
355,24
356,3
357,26
358,22
359,26
360,16
361,29
362,22
363,23
364,24
365,3
366,26
367,22
368,26
369,16
370,29
371,22
372,23
373,24
374,3
375,26
376,22
377,26
378,16
379,29
380,22
381,23
382,24
383,3
384,26
385,22
386,26
387,16
388,29
389,22
390,23
391,24
392,3
393,26
394,22
395,26
396,16
397,29
398,22
399,23
400,24
401,3
402,26
403,22
404,26
405,16
406,29
407,22
408,23
409,24
410,3
411,26
412,22
413,26
414,16
415,29
416,22
417,23
418,24
419,3
420,26
421,22
422,26
423,6
424,6
425,6
426,6
427,6
428,6
429,1
430,1
431,1
432,1
433,1
434,1
435,1
436,1
437,1
438,1
439,1
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
