0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,16
119,24
120,27
121,24
122,3
123,24
124,36
125,22
126,24
127,16
128,22
129,26
130,16
131,29
132,22
133,23
134,24
135,3
136,26
137,22
138,26
139,16
140,29
141,22
142,23
143,24
144,3
145,26
146,22
147,26
148,16
149,29
150,22
151,23
152,24
153,3
154,26
155,22
156,26
157,16
158,29
159,22
160,23
161,24
162,3
163,26
164,22
165,26
166,16
167,24
168,16
169,24
170,16
171,24
172,16
173,24
174,27
175,24
176,3
177,24
178,36
179,22
180,24
181,16
182,22
183,26
184,16
185,29
186,22
187,23
188,24
189,3
190,26
191,22
192,26
193,16
194,29
195,22
196,23
197,24
198,3
199,26
200,22
201,26
202,16
203,29
204,22
205,23
206,24
207,3
208,26
209,22
210,26
211,16
212,29
213,22
214,23
215,24
216,3
217,26
218,22
219,26
220,16
221,24
222,16
223,24
224,16
225,24
226,16
227,24
228,27
229,24
230,3
231,24
232,36
233,22
234,24
235,16
236,22
237,26
238,16
239,29
240,22
241,23
242,24
243,3
244,26
245,22
246,26
247,16
248,29
249,22
250,23
251,24
252,3
253,26
254,22
255,26
256,16
257,29
258,22
259,23
260,24
261,3
262,26
263,22
264,26
265,16
266,29
267,22
268,23
269,24
270,3
271,26
272,22
273,26
274,16
275,24
276,16
277,24
278,16
279,24
280,16
281,24
282,27
283,24
284,3
285,24
286,36
287,22
288,24
289,16
290,22
291,26
292,16
293,29
294,22
295,23
296,24
297,3
298,26
299,22
300,26
301,16
302,29
303,22
304,23
305,24
306,3
307,26
308,22
309,26
310,16
311,29
312,22
313,23
314,24
315,3
316,26
317,22
318,26
319,16
320,29
321,22
322,23
323,24
324,3
325,26
326,22
327,26
328,16
329,24
330,16
331,24
332,16
333,24
334,16
335,24
336,27
337,24
338,3
339,24
340,36
341,22
342,24
343,16
344,22
345,26
346,16
347,29
348,22
349,23
350,24
351,3
352,26
353,22
354,26
355,16
356,29
357,22
358,23
359,24
360,3
361,26
362,22
363,26
364,16
365,29
366,22
367,23
368,24
369,3
370,26
371,22
372,26
373,16
374,29
375,22
376,23
377,24
378,3
379,26
380,22
381,26
382,16
383,24
384,16
385,24
386,16
387,24
388,16
389,24
390,27
391,24
392,3
393,24
394,36
395,22
396,24
397,16
398,22
399,26
400,16
401,29
402,22
403,23
404,24
405,3
406,26
407,22
408,26
409,16
410,29
411,22
412,23
413,24
414,3
415,26
416,22
417,26
418,16
419,29
420,22
421,23
422,24
423,3
424,26
425,22
426,26
427,16
428,29
429,22
430,23
431,24
432,3
433,26
434,22
435,26
436,16
437,24
438,16
439,24
440,16
441,24
442,16
443,24
444,27
445,24
446,3
447,24
448,36
449,22
450,24
451,16
452,22
453,26
454,16
455,29
456,22
457,23
458,24
459,3
460,26
461,22
462,26
463,16
464,29
465,22
466,23
467,24
468,3
469,26
470,22
471,26
472,16
473,29
474,22
475,23
476,24
477,3
478,26
479,22
480,26
481,16
482,29
483,22
484,23
485,24
486,3
487,26
488,22
489,26
490,16
491,24
492,16
493,24
494,16
495,24
496,16
497,24
498,27
499,24
500,3
501,24
502,36
503,22
504,24
505,16
506,22
507,26
508,16
509,29
510,22
511,23
512,24
513,3
514,26
515,22
516,26
517,16
518,29
519,22
520,23
521,24
522,3
523,26
524,22
525,26
526,16
527,29
528,22
529,23
530,24
531,3
532,26
533,22
